Name,Project,Arrangement,Organization,Theme,Year,Periodicity,Requested,Delivered,Established
Stichting Danspaleis,9 Danspaleis edities in Zuidoost,"Basisvoorziening activering, participatie en sociale accommodaties (SD Zuidoost)",stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 11.500,€ 8.200,
Stichting Danspaleis,13 Danspaleis edities in Zuid,"Basisvoorziening activering, participatie en sociale accommodaties (SD Zuid)",stadsdeel Zuid,Welzijn en Zorg,2017,Periodiek,€ 15.500,€ 15.500,
Stichting Danspaleis,18 Danspaleis edities in Oost,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Periodiek,€ 20.500,€ 18.000,
Stichting Danspaleis,18 Danspaleis edities in Noord,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Periodiek,€ 20.500,€ 20.500,
Stichting Danspaleis,7 Danspaleis edities in West,"Basisvoorziening activering, participatie en sociale accommodaties (SD West)",stadsdeel West,Welzijn en Zorg,2017,Periodiek,€ 9.500,€ 0,€ 0
Stichting Danspaleis,4 Danspaleis edities in Nieuw-West,"Basisvoorziening activering, participatie en sociale accommodaties (SD Nieuw-West)",stadsdeel Nieuw-West,Welzijn en Zorg,2017,Periodiek,€ 4.000,€ 0,€ 0
Stichting Danspaleis,75+ Dansen- en Kansenbord (werktitel voor de methode die we ontwikkelen in de OuderenLABs),Subsidieregeling Sociale Innovatie,Economie,Economie,2017,Eenmalig,€ 22.155,€ 20.000,
stichting Danswerkplaats Amsterdam,Huurkosten,Eenmalige Initiatieven Kunst en Cultuur,Kunst en Cultuur,Algemeen,2017,Eenmalig,€ 136.500,€ 136.500,
stichting Danswerkplaats Amsterdam,Het organiseren van voorstellingen en workshops in Noord bij Dansmakers Amsterdam,"Gebiedsgebonden Kunst en cultuuractiviteiten, eenmalige kunstinitiatieven Sd Noord",stadsdeel Noord,Cultuur,2017,Eenmalig,€ 19.670,€ 0,€ 0
Stichting DAT!school,Buitenschoolse culturele activiteiten in de wijk,Subsidieregeling stimulering buitenschoolse cultuurecucatie in het kader van het aanvalsplan armoede,Kunst en Cultuur,Cultuur,2017,Eenmalig,€ 48.810,€ 45.000,
Stichting DAT!school,Laat je Zien Laat je Horen Buitenschoolse culturele activiteiten in de wijk,Subsidieregeling stimulering buitenschoolse cultuurecucatie in het kader van het aanvalsplan armoede,Kunst en Cultuur,Cultuur,2017,Eenmalig,€ 61.863,€ 41.500,
Stichting de Advieswinkel,Stichting De Advieswinkel,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
Stichting De Amsterdamse MAVO&HAVO,Dyslexie versterking en Mindfulness,Subsidie Amsterdamse Lerarenbeurs primair en voorgezet onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 2.240,€ 2.240,
Stichting De Amsterdamse MAVO&HAVO,Internationalisering in het VO,Subsidieregeling internationalisering van het primair en voortgezet (speciaal) onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 11.400,€ 5.700,
Stichting De Balie Centrum voor Theater Politiek en Litteratuur,De Balie 2017,"Verordening Amsterdamse culturele infrastructuur, Hoofdlijnen en Kunstenplan",Kunst en Cultuur,Cultuur,2017,Periodiek,€ 671.068,€ 671.068,
Stichting de Bascule,renovatie schoolplein,Subsidieregeling Amsterdamse Impuls Schoolpleinen,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 70.000,€ 70.000,
Stichting de Bascule,Voorzieningen PO 2017-2018,Onderwijsvoorzieningen primair onderwijs,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 13.331,€ 11.929,
Stichting de Bewaarschool,Het Fort,Subsidieregeling maatschappelijk initiatief stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 10.000,€ 5.000,€ 5.000
Stichting de Bewaarschool,Uitbreiding activiteiten Bolderkids,Subsidieregeling maatschappelijk initiatief stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 4.646,€ 4.646,€ 4.646
Stichting de Bewaarschool,Het Fort,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Noord,Jeugd,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting De Bijlmerweide,Natuur- en Milieu Educatie en het organiseren van activiteiten en evenementen op de kinderboerderij,Begrotingspost Subsidie SD Zuidoost (Organisatiespecifiek),stadsdeel Zuidoost,Algemeen,2017,Periodiek,€ 65.263,€ 65.263,
Stichting De Bloei Unie,Subsidie Burgerschap en Diversiteit,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 15.000,€ 0,€ 0
Stichting De Bloei Unie,Project Taalcoaches,Subsidieregeling Project Taalcoaches 2016-2018,Participatie,Participatie,2017,Eenmalig,€ 14.250,€ 10.925,
Stichting de Blokhut,Fijn in Gein dag,Subsidieregeling bewonersinitiatieven Stadsdeel Zuidoost,stadsdeel Zuidoost,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting De Brug,Stichting De Brug,"Basisvoorziening activering, participatie en sociale accommodaties (SD Nieuw-West)",stadsdeel Nieuw-West,Welzijn en Zorg,2017,Periodiek,€ 34.000,€ 32.810,
Stichting de Buurtcamping Amsterdam,De Buurtcamping Rembrandtpark 2017,Subsidieregeling bewonersinitiatieven Stadsdeel West,stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 2.500,€ 2.500,€ 2.500
Stichting de Buurtcamping Amsterdam,Buurtcamping Noorderpark,Subsidieregeling maatschappelijk initiatief stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
Stichting de Buurtcamping Amsterdam,Buurtcamping Noorderpark,Subsidieregeling maatschappelijk initiatief stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting de Buurtcamping Amsterdam,De Buurtcamping Rembdrandtpark,Eenmalige Initiatieven SD Nieuw-West,stadsdeel Nieuw-West,Algemeen,2017,Eenmalig,€ 7.500,€ 0,€ 0
Stichting De Diamantfabriek-Productiehuis voor hedendaags muziektheater Amsterdam en muziekfilms,"ontwikkelen, maken en uitvoeren van muziektheaterwerken","Gebiedsgebonden Kunst en cultuuractiviteiten, periodieke kunstinitiatieven Sd Zuid",stadsdeel Zuid,Cultuur,2017,Periodiek,€ 40.000,€ 20.000,
Stichting De Dierencapel,kinderboerderij de dierenkapel 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Periodiek,€ 49.100,€ 45.500,
Stichting de Driehoek,muziektheaterstuk,"Gebiedsgebonden Kunst en cultuuractiviteiten, eenmalige initiatieven Sd Nieuw West",stadsdeel Nieuw-West,Cultuur,2017,Eenmalig,€ 5.000,€ 2.500,€ 2.500
Stichting de Driehoek,"sprookjesboek 'De Meermin, het Monster en de Maan'","Gebiedsgebonden Kunst en cultuuractiviteiten, eenmalige initiatieven Sd Nieuw West",stadsdeel Nieuw-West,Cultuur,2017,Eenmalig,€ 1.500,€ 1.500,€ 1.500
stichting de florakokjes minima kidsclub,Jaar activiteiten in de vogel en bloemenbuurt,Subsidieregeling maatschappelijk initiatief stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 6.600,€ 6.600,
Stichting De Gasten,theater talentontwikkeling jongeren tot 23 jaar,Subsidieregeling Activiteiten uitgevoerd door buurtgericht organisaties,stadsdeel Oost,Welzijn en Zorg,2017,Periodiek,€ 25.421,€ 17.820,
Stichting De Gasten,kunst en culltuur activiteiten met en voor jongeren uit de buurt,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel West,stadsdeel West,Cultuur,2017,Eenmalig,€ 9.984,€ 9.984,
Stichting De Gloed,Theater,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel West,stadsdeel West,Cultuur,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting De Goede Zaak Amsterdam,Oprichting Ondernemeenrsvereniging,Subsidieregeling Oprichten ondernemingsvereniging,Economie,Economie,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting DE KIJKDOOS,Hedendaagse kunst in de openbare ruimte,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel Centrum,stadsdeel Centrum,Cultuur,2017,Eenmalig,€ 3.137,€ 0,€ 0
Stichting de Kleinste Reus,Subsidie voorschoolse educatie en peuterspeelzaalwerk,Subsidieregeling voorschoolse educatie en peuterspeelzaalwerk 2016,"Onderwijs, Jeugd en Zorg",Onderwijs,2017,Eenmalig,€ 25.162,€ 25.162,
Stichting de Meervaart,Participatieproject THE COMMON PEOPLE,"Gebiedsgebonden Kunst en cultuur, Talentontwikkeling volwassenen 18+, Stadsdeel Nieuw West",stadsdeel Nieuw-West,Cultuur,2017,Eenmalig,€ 7.500,€ 0,€ 0
Stichting de Meervaart,De Meervaart 2017,"Verordening Amsterdamse culturele infrastructuur, Hoofdlijnen en Kunstenplan",Kunst en Cultuur,Cultuur,2017,Periodiek,€ 2.675.638,€ 2.675.638,
Stichting de Meervaart,4West Express - doorontwikkeling,Subsidieregeling stimulering buitenschoolse cultuurecucatie in het kader van het aanvalsplan armoede,Kunst en Cultuur,Cultuur,2017,Eenmalig,€ 20.000,€ 20.000,
Stichting de Molenwijkamer,Molenwijkkamer,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 926,€ 926,€ 926
Stichting de Molenwijkamer,Molenwijkkamer,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.835,€ 0,€ 0
Stichting de Molenwijkamer,Molenwijkkamer,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.945,€ 1.945,€ 1.945
Stichting De Mussen Toevlucht,nestmogelijkheden huismussen,Eenmalige Initiatieven Ruimte en Duurzaamheid,Ruimte en Duurzaamheid,Algemeen,2017,Eenmalig,€ 6.600,€ 0,€ 0
Stichting De Nieuwe Coenen,Exploitatie en uitbouw van een buurtcentrum,"Basisvoorziening activering, participatie en sociale accommodaties (SD Zuid)",stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 18.000,€ 18.000,
Stichting de Oase van de Oosterparkbuurt,aanvraag voor Stichting De OASE van de Oosterparkbuurt,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Periodiek,€ 4.114,€ 2.334,€ 2.334
Stichting De Omslag,Projecten Stichting De Omslag,Bijzondere subsidieverordening voor opvang en begeleiding van kwetsbare burgers,"Onderwijs, Jeugd en Zorg",Welzijn en Zorg,2017,Periodiek,€ 219.516,€ 219.516,
Stichting De Onderneming,Toneelvoorstelling,Gebiedsgebonden Kunst en cultuuractiviteiten Stadsdeel West,stadsdeel West,Cultuur,2017,Eenmalig,€ 4.000,€ 0,€ 0
Stichting DE RANSDORPER TOREN,Openstelling van de Ransdorper Toren voor beklimming en bezichtiging expositie.,Begrotingspost Subsidies SD Noord (Organisatiespecifiek),stadsdeel Noord,Algemeen,2017,Periodiek,€ 3.000,€ 3.000,€ 3.000
Stichting De Start,inloop voor buurtbewoners/bijles voor basisschoolkinderen,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 2.205,€ 2.205
Stichting De Talentenschool,Buitenschoolse Taal- en Leesprojecten 'Taal is Leuk!',Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Centrum,Jeugd,2017,Eenmalig,€ 35.304,€ 26.478,
Stichting de Theaterdagen,Amsterdam Fringe Festival 2017,Bijzondere subsidieverordening evenementen,Bestuur en Organisatie,Openbare orde en veiligheid,2017,Eenmalig,€ 25.000,€ 17.500,
Stichting de Toneelmakerij,De Toneelmakerij 2017,"Verordening Amsterdamse culturele infrastructuur, Hoofdlijnen en Kunstenplan",Kunst en Cultuur,Cultuur,2017,Periodiek,€ 907.830,€ 907.830,
Stichting Dialoog in Actie,Lustrumviering Veiligheidspact tegen Dirscriminatie,Subsidieregeling Burgerschap en Diversiteit,"Onderwijs, Jeugd en Zorg",Participatie,2017,Eenmalig,€ 1.000,€ 1.000,€ 1.000
Stichting Dialoog in Actie,Keti Koti herdenking slavernijverleden en vieren van de bevrijding 2017 Zuid,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 5.000,€ 5.000
Stichting Dialoog in Actie,Keti Koti herdenking slavernijverleden 2017 Zuid dialoogtafel en verhalenavond,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 2.000,€ 2.000,€ 2.000
Stichting Dialoog in Actie,drie dialoogbijeenkomsten en één training voor vrijwilligers,Subsidieregeling bewonersinitiatieven Stadsdeel Zuid,stadsdeel Zuid,Welzijn en Zorg,2017,Eenmalig,€ 3.000,€ 3.000,€ 3.000
Stichting Dierenopvangcentrum Amsterdam,opvang keten huisdieren,Begrotingspost Subsidie Ruimte en Duurzaamheid (Organisatiespecifiek),Ruimte en Duurzaamheid,Algemeen,2017,Periodiek,€ 571.600,€ 571.600,
Stichting Diversiteitsland,MONY SCHOOL,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Oost,Jeugd,2017,Eenmalig,€ 10.000,€ 0,€ 0
Stichting Diversiteitsland,"MONY SCHOOL, maakt de stad!",Subsidieregeling Sociale Innovatie,Economie,Economie,2017,Eenmalig,€ 20.000,€ 17.615,
Stichting Diversiteitsland,Activering van kwetsbare Turkse senioren en gezinnen,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Periodiek,€ 30.750,€ 9.558,
Stichting DOCK Amstel & Zaan,Jongerenwerk Stadsdeel West,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Periodiek,€ 1.466.305,€ 1.466.305,
Stichting DOCK Amstel & Zaan,Participatiewerk,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Periodiek,€ 273.297,€ 273.297,
Stichting DOCK Amstel & Zaan,Vriendenkringen 24+,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Nieuw-West),stadsdeel Nieuw-West,Welzijn en Zorg,2017,Periodiek,€ 40.000,€ 28.125,
Stichting DOCK Amstel & Zaan,Speeltuinwerk Stadsdeel West,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Periodiek,€ 435.956,€ 435.956,
Stichting DOCK Amstel & Zaan,Vriendenkringen 15+,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD West),stadsdeel West,Welzijn en Zorg,2017,Periodiek,€ 77.000,€ 0,€ 0
Stichting DOCK Amstel & Zaan,Subsidieaanvraag Huizen van de Wijk Amsterdam Noord,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Periodiek,€ 414.269,€ 414.269,
Stichting DOCK Amstel & Zaan,Jongerenwerk,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Nieuw-West,Jeugd,2017,Periodiek,€ 942.500,€ 714.615,
Stichting DOCK Amstel & Zaan,Wijkarrangementen / Naschoolse BTO-activiteiten scholen Stadsdeel West,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Periodiek,€ 128.151,€ 128.151,
Stichting DOCK Amstel & Zaan,Jongerenwerk Noord,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Noord,Jeugd,2017,Periodiek,€ 2.042.394,€ 2.042.394,
Stichting DOCK Amstel & Zaan,Wijkcoordinator Vogelbuurt Positief Opvoeden,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Noord,Jeugd,2017,Eenmalig,€ 8.080,€ 7.845,
Stichting DOCK Amstel & Zaan,extra inzet beheerder huis van de wijk juli december 2017,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel Noord,Jeugd,2017,Eenmalig,€ 23.432,€ 23.432,
Stichting DOCK Amstel & Zaan,ondersteuning Jonge Mantelzorgers 2017 en 2018,Basisvoorziening mantelzorgondersteuning (SD Noord),stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 47.313,€ 47.313,
Stichting DOCK Amstel & Zaan,"Aanvraag buurtbudget tbv project ""Discover Your Talent""",Subsidieregeling bewonersinitiatieven Stadsdeel West,stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 600,€ 600,€ 600
Stichting DOCK Amstel & Zaan,kadoelerbreek,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 49.890,€ 49.890,
Stichting DOCK Amstel & Zaan,Ontmoetingsbijeenkomsten-plus 2017,Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD West),stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 29.000,€ 29.000,
Stichting DOCK Amstel & Zaan,Incidentele subsidie obv gebiedsplannen 2017 SD West,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Eenmalig,€ 408.262,€ 408.262,
Stichting DOCK Amsterdam Centrum,"Activering, participatie en sociale accommodaties: Alle Amsterdammers in Centrum doen mee","Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Periodiek,€ 2.691.293,€ 2.691.293,
Stichting DOCK Amsterdam Centrum,Kunst & Cultuur,"Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Periodiek,€ 25.324,€ 23.022,
Stichting DOCK Amsterdam Centrum,Werkgroep Groen en Zelfbeheer 2017,Begrotingspost Subsidie SD Centrum (Organisatiespecifiek),stadsdeel Centrum,Algemeen,2017,Periodiek,€ 41.030,€ 24.145,
Stichting DOCK Amsterdam Centrum,aanvullende subsidie mbt SBA-005860,"Basisvoorziening activering, participatie en sociale accommodaties (SD Centrum)",stadsdeel Centrum,Welzijn en Zorg,2017,Eenmalig,€ 29.324,€ 29.324,
Stichting Doen Doet,ZZPlace Werkt Fase V,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 10.250,€ 10.250,
Stichting Doen Doet,Pimperklaas,Basisvoorziening versterken pedagogische dragende samenleving en (talent)ontwikkeling bij jeugdigen,stadsdeel West,Jeugd,2017,Eenmalig,€ 25.600,€ 0,€ 0
Stichting Doen Doet,Samen Kappen 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD West)",stadsdeel West,Welzijn en Zorg,2017,Eenmalig,€ 33.743,€ 33.743,
Stichting Doen Doet,Ondersteuning van kwetsbare buurtbewoners naar grotere zelfredzaamheid.,"Basisvoorziening activering, participatie en sociale accommodaties (SD Noord)",stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 31.969,€ 0,€ 0
Stichting Doen Doet,Samen Kappen 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD Oost)",stadsdeel Oost,Welzijn en Zorg,2017,Eenmalig,€ 16.259,€ 16.259,
Stichting Doen Doet,Samen Kappen 2017,"Basisvoorziening activering, participatie en sociale accommodaties (SD Nieuw-West)",stadsdeel Nieuw-West,Welzijn en Zorg,2017,Eenmalig,€ 31.818,€ 16.768,
Stichting Doras,MADI WPI 2017,Begrotingspost Subsidie Participatie (Organisatiespecifiek),Participatie,Algemeen,2017,Periodiek,€ 2.753.323,€ 2.676.867,
Stichting Doras,MADI Zorg 2017,Begrotingspost Subsidie OJZ (Organisatiespecifiek),"Onderwijs, Jeugd en Zorg",Algemeen,2017,Periodiek,€ 2.367.348,€ 2.312.528,
Stichting Doras,Jeugd ondekt Waterland,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.501,€ 1.001,€ 1.001
Stichting Doras,Uitwisseling Okan Brussel,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 2.310,€ 0,€ 0
Stichting Doras,Creaclub De Evenaar,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 868,€ 453,€ 453
Stichting Doras,Activiteiten Buurtkamer Bussemstraat 58,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 4.925,€ 3.425,€ 3.425
Stichting Doras,Sportmix IJplein,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 5.000,€ 3.634,€ 3.634
Stichting Doras,weerbaarheidstraining voor vrouwen,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.028,€ 1.028,€ 1.028
Stichting Doras,Gezond leren koken voor vaders,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.100,€ 723,€ 723
Stichting Doras,bevorderen algemene ontwikkeling vrouwen via sport en gezond eten,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 570,€ 570,€ 570
Stichting Doras,Organiseren van kleine evenementen voor kinderen en volwassenen,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 699,€ 300,€ 300
Stichting Doras,Activiteiten voor tienermeiden,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 670,€ 670,€ 670
Stichting Doras,Voetbaltoernooi voorjaar 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.085,€ 665,€ 665
Stichting Doras,Bijeenkomsten 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 375,€ 375,€ 375
Stichting Doras,Gezamenlijke moederdagviering,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.830,€ 900,€ 900
Stichting Doras,Nieuwendam got Talent,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 4.595,€ 1.000,€ 1.000
Stichting Doras,Inloop zondag 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.245,€ 1.090,€ 1.090
Stichting Doras,Grip op je geld Amsterdam-Noord,Eenmalige Initiatieven Participatie,Participatie,Algemeen,2017,Eenmalig,€ 22.194,€ 22.194,
Stichting Doras,Sport Mix op Zondag,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 4.102,€ 2.638,€ 2.638
Stichting Doras,Stichting Doras,Basisvoorziening maatschappelijke dienstverlening (SD Noord),stadsdeel Noord,Welzijn en Zorg,2017,Periodiek,€ 805.179,€ 813.610,
Stichting Doras,Herstart activiteiten St. Afrika Dayeel,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.555,€ 0,€ 0
Stichting Doras,middelen gebiedsgerichte preventie in de zorg 2017 (en 2018),Basisvoorziening versterken vrijwillige inzet en informele netwerken (SD Noord),stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 155.611,€ 155.611,
Stichting Doras,Samen voor de Buurt-Den helderstraat e.o.,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.460,€ 1.270,€ 1.270
Stichting Doras,Buurtontbijt Huis van de Wijk waterlandplein,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.030,€ 1.030,€ 1.030
Stichting Doras,Buurtkamer Bussumstraat 2e tranche 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.985,€ 1.985,€ 1.985
Stichting Doras,Ouderen Societeit Nieuwendam,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 2.148,€ 1.086,€ 1.086
Stichting Doras,Creatieve middag Kadoelerbreek,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 800,€ 800,€ 800
Stichting Doras,WK pootjebaden 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 3.900,€ 2.600,€ 2.600
Stichting Doras,"mantelzorgondersteuning, in kader van extra stedelijke middelen mantelzorg 2017 - 2018",Basisvoorziening mantelzorgondersteuning (SD Noord),stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 231.429,€ 231.429,
Stichting Doras,Meedoen zaalvoetbal,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 3.298,€ 0,€ 0
Stichting Doras,Meedoen taalles,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 2.435,€ 1.377,€ 1.377
Stichting Doras,Buurtfeest Vogel- en IJpleinbuurt,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 2.745,€ 1.500,€ 1.500
Stichting Doras,Buurtouders inloop 2e helft 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.366,€ 606,€ 606
Stichting Doras,Buurtouders opruimdag 2017,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 1.240,€ 700,€ 700
Stichting Doras,Bijeenkomst buurtouders Vogel- IJpleinbuurt,Subsidieregeling bewonersinitiatieven Stadsdeel Noord,stadsdeel Noord,Welzijn en Zorg,2017,Eenmalig,€ 431,€ 0,€ 0
